File,Number,Sample,Date,Days,Tank,Temperature,PAR,Treatment,Reads_sum,R,D,G,E,H,J,Saprotrophs,Reads_slope,R_rare,Slope,R_rare_conv,E_rare,J_rare,Alphaproteobacteria,Gammaproteobacteria,Bacteroidia,Other,Verrucomicrobiia,LAP_mean,LAP_sd,BG_mean,BG_sd,BG_LAP_mean,BG_LAP_sd,n
e1.2_F_filt.fastq.gz,191,e1.2,2022-07-12,13,1,15,8,Light 15°C,20506,610,25.058605867857043,0.960093550085214,0.041079681750585316,4.3523110099439855,0.6786214800798036,0.2513410709060762,14939,577.8210664162046,0.007660115713520099,478.1249800852216,0.04336741480070463,0.6844048054693082,0.5708573100555946,0.35789525017068113,0.03130790988003509,0.032429532819662536,0.007509997074027114,1.1793292746666668,0.45930632033182894,0.05112033966666667,0.03844254610865604,0.03937799108657892,0.016144150385933705,3
e2.2_F_filt.fastq.gz,192,e2.2,2022-07-12,13,2,15,8,Light 15°C,35248,399,5.58474075294594,0.820940658799157,0.013996843992345714,2.910786391342442,0.48602523688557114,0.08323876532001846,12333,313.64905565355355,0.00766059899387983,261.57520462719185,0.01780569924340745,0.5063756590241018,0.3244723104857023,0.6511007716749883,0.017419428052655467,0.005759192010894235,0.0012482977757603266,0.8930615763333334,0.3991792143644247,0.02004625566666667,0.02054739935123188,0.018018655503072203,0.015126734415180134,3
e3.2_F_filt.fastq.gz,193,e3.2,2022-07-12,13,3,15,8,Light 15°C,31488,560,14.328997814002046,0.9302114486316121,0.025587496096432225,3.9234243378464075,0.6200163610885894,0.19632876016260128,13042,498.1919127774309,0.007660638494030536,428.5858281906967,0.028762004052048068,0.6316911253591725,0.703474339430894,0.18743648373983676,0.03309197154471544,0.06707317073170728,0.008924034552845527,1.015287234,0.3595268598893245,0.203389275,0.06292149537712617,0.20575478801075156,0.03681868214478066,3
e4.2_F_filt.fastq.gz,194,e4.2,2022-07-12,13,4,15,8,Light 15°C,30899,569,14.928595225689362,0.9330144608463102,0.026236546969577085,3.7964360469324685,0.5984406683502237,0.24343829897407665,14913,503.0657628892805,0.007660396715721163,408.16914052325586,0.029675235977000863,0.6102887601294158,0.6682416906695993,0.16204407909641064,0.02469335577203142,0.14204343182627271,0.0029774426356840027,1.60606364,0.9318084223916125,0.17680132166666668,0.01712342569375481,0.15388788120145255,0.12142463509003398,3
e5.2_F_filt.fastq.gz,195,e5.2,2022-07-12,13,5,15,0,Dark 15°C,23884,440,14.401126874118088,0.9305609895155348,0.032729833804813833,3.6764186471566913,0.6040011027353499,0.12347178027131138,10555,387.6822151860847,0.007660644262330152,353.90205020461434,0.03714673077588986,0.6168295192533388,0.5679953106682291,0.3737648635069504,0.03902193937363927,0.015784625690839056,0.0034332607603416512,0.6960403093333333,0.4295909750455577,0.06449474833333334,0.08724787532899299,0.06342132653919125,0.0718540945985433,3
e6.2_F_filt.fastq.gz,196,e6.2,2022-07-12,13,6,15,0,Dark 15°C,30861,732,29.333958398751378,0.9659098173384413,0.04007371365949642,4.602101797900939,0.6977342238965737,0.41217070088461233,18124,667.661017194019,0.007660604782813607,522.5413674926873,0.04393540680573698,0.7076040984838827,0.42545607724960416,0.4176144648585602,0.09986714623635025,0.041541103658339004,0.015521207997148503,0.42155422466666664,0.21333217602453786,0.06339722166666667,0.0545563267803586,0.15495698195382063,0.15275204894026628,3
e7.2_F_filt.fastq.gz,197,e7.2,2022-07-12,13,7,15,0,Dark 15°C,29376,525,17.199525321059987,0.9418588605596255,0.032761000611542836,4.004778521337758,0.6393938806759973,0.19692946623093668,13937,462.57655345744155,0.007660264961657504,385.5629748988383,0.03718200845353135,0.652582884959312,0.4400871459694991,0.4401552287581699,0.0688657407407407,0.018995098039215685,0.031896786492374735,0.728962925,0.27783412985526146,0.19582936166666667,0.0639574240052275,0.2743868913231713,0.0342206930086591,3
e8.2_F_filt.fastq.gz,198,e8.2,2022-07-12,13,8,15,0,Dark 15°C,35805,402,28.43416483727753,0.9648310402038259,0.07073175332656102,4.004237223365256,0.6677677340181049,0.3389191453707584,11725,313.37174036589994,0.00766003577086849,269.91849463387325,0.0907362125381094,0.6967053072039662,0.3461527719592236,0.5974863845831575,0.015528557464041333,0.009747242005306519,0.0310850439882698,1.39898739,0.9127996807970076,0.115783687,0.09946181971378734,0.09646387466549367,0.10965137593675556,3
e9.2_F_filt.fastq.gz,199,e9.2,2022-07-12,13,9,20,8,Light 20°C,24869,451,13.348393127489548,0.9250846157699228,0.029597324007737357,3.762954643582591,0.6157203228854695,0.4625035184366076,12303,395.3189515322088,0.007660043685461915,340.86079845080883,0.033766135106229486,0.6292889450006629,0.7066227029635301,0.2544533354779043,0.012103421930917999,0.015963649523503154,0.01085689010414572,1.5198229086666666,0.42351423930969456,0.22488328433333335,0.11694974374698805,0.14779339051090198,0.05424259540853052,3
e10.2_F_filt.fastq.gz,200,e10.2,2022-07-12,13,10,20,8,Light 20°C,26344,531,15.038045387440278,0.9335019961546867,0.02832023613453913,3.850682223766931,0.6136778113227601,0.37420285453993346,16017,475.30839895514237,0.007660353003245746,372.52550960214927,0.03163850127727178,0.6247087612416578,0.4666337686000615,0.48143789857273067,0.03636501670209536,0.014955967203158213,6.073489219556636e-4,2.8587720146666666,3.0837694607004953,0.660635364,0.9630577778916372,0.1557853877446423,0.10567555170494934,3
e11.2_F_filt.fastq.gz,201,e11.2,2022-07-12,13,11,20,8,Light 20°C,43925,575,25.940540847809384,0.9614503026029063,0.045113984083146756,4.154215625995524,0.6537572724477736,0.7632783153101877,16684,467.7315450035587,0.007660060293744664,359.2862850117534,0.055460319332560765,0.6757135503130139,0.2677518497438803,0.6007740466704606,0.07544678429140583,0.05393284006829824,0.0020944792259533296,18.878520019333333,30.766350895484205,1.931308324,1.6078620393620988,0.7428027352083914,1.084078262051905,3
e12.2_F_filt.fastq.gz,202,e12.2,2022-07-12,13,12,20,8,Light 20°C,28154,701,41.078718172387475,0.9756564945429046,0.05860016857687229,4.714528965140609,0.7194999298618504,0.3081622504795065,16973,646.2997615389228,0.007660041568783527,516.3847900805232,0.06355985351839488,0.7285330014788001,0.5985295162321483,0.22817361653761525,0.07189031753924857,0.029374156425374727,0.07203239326561056,1.5984997466666666,1.142640181130392,0.7725938156666666,1.1948032545330458,0.3722192633933455,0.4005387854968561,3
e13.2_F_filt.fastq.gz,203,e13.2,2022-07-12,13,13,25,8,Light 25°C,18469,590,25.98125007283613,0.9615107049431191,0.04403601707260361,4.633153232835196,0.7261856188559259,0.2264876279170501,13721,561.2073807823016,0.00766014102475765,483.0546780940129,0.0462952750846207,0.7319252754582303,0.2778710271265363,0.4170772646055556,0.20926958687530434,0.08235421517136823,0.013427906221235582,79.21802438,20.006577503163513,3.693174464,2.0197749926245216,0.04864303987084638,0.0325114222866436,3
e14.2_F_filt.fastq.gz,204,e14.2,2022-07-12,13,14,25,8,Light 25°C,26418,920,28.49111294236008,0.964901336005263,0.030968601024304435,4.960067027847234,0.7268164475841075,0.30816110227874965,19812,883.1417865957029,0.007660222932486249,681.2524798999654,0.032261085790296934,0.7311973817423286,0.21205238852297656,0.3189870542811727,0.40551896434249407,0.04636989931107577,0.01707169354228177,21.794773828666667,19.139034388808376,4.820459915333333,1.842630626898699,0.4010003037404567,0.31438966021880344,3
e15.2_F_filt.fastq.gz,205,e15.2,2022-07-12,13,15,25,8,Light 25°C,27194,546,15.9194508293289,0.9371837627616105,0.029156503350419232,4.087115749477731,0.648478952195373,0.39133632418916003,15855,485.4657249754497,0.007660026330768233,386.10537226034234,0.03279212107123311,0.6607993417311546,0.18893873648598988,0.7304184746635264,0.05626241082591749,0.02066632345370302,0.003714054570861219,13.922208374666667,14.674835384250281,2.794088288666667,1.486545530664915,0.2981512227206563,0.18805036317797794,3
e16.2_F_filt.fastq.gz,206,e16.2,2022-07-12,13,16,25,8,Light 25°C,32638,562,15.871321082310494,0.9369932726573997,0.02824078484396885,3.7606241867454964,0.5939545270461604,0.45379618849194225,17299,486.71326230461904,0.007660142270992765,366.7520329739926,0.03260918144526975,0.6077604408619353,0.12365953796188488,0.7809608431889192,0.07472884367914696,0.017648140204669403,0.0030026349653777817,32.75644637333333,4.899163641662983,3.8457453226666667,0.6139778740544211,0.1174718356828246,0.008568777328018102,3
e1.3_F_filt.fastq.gz,207,e1.3,2022-07-26,27,1,15,8,Light 15°C,33619,386,17.102224055828025,0.9415280727971036,0.044306279937378304,3.7052522954124383,0.6221211335301081,0.20672833814212227,10148,314.78458823511556,0.0076606915178558666,286.6353265840661,0.05432992813185064,0.6441801258899817,0.5840744816918999,0.34019453285344603,0.03486123918022546,0.027187007347035906,0.013682738927392248,1.159610166,0.9726894354343151,0.13233523366666666,0.048238631331196165,0.1765160829244422,0.1120560443301298,3
e2.3_F_filt.fastq.gz,208,e2.3,2022-07-26,27,2,15,8,Light 15°C,36908,424,29.21188797770179,0.9657673615357102,0.06889596221156083,4.1523757690210115,0.6863733418585467,0.3505473068169504,11681,337.71842115073423,0.007660100425425753,293.60046548152707,0.08649776307186872,0.7131955054917457,0.42811856508074125,0.4963422564213722,0.024574617969004012,0.016473393302265094,0.03449116722661753,1.6217240816666667,1.2334926898888228,0.424745319,0.589987490267504,0.18116544259509004,0.16466586523672588,3
e3.3_F_filt.fastq.gz,209,e3.3,2022-07-26,27,3,15,8,Light 15°C,23006,568,35.998717236827574,0.9722212324005541,0.0633780233042739,4.53231539261926,0.7146371211437912,0.4233243501695211,15916,525.2907808734814,0.0076605365424029515,422.87946681769404,0.06853102804691717,0.7235552585383028,0.23598191776058458,0.5407719725289049,0.18560375554203268,0.03173085282100322,0.005911501347474574,12.996438652333334,19.764928275266087,2.728582766666667,4.224365372451277,0.2299299024123036,0.08176070134476401,3
e4.3_F_filt.fastq.gz,210,e4.3,2022-07-26,27,4,15,8,Light 15°C,43395,667,3.9898140930596493,0.7493617555415634,0.005981730274452248,2.9660453302327165,0.4561188827087656,0.26544532780274194,20083,562.9263244030087,0.0076603162757464816,399.61743482340967,0.007087631045307578,0.4683365959036497,0.2981219034450969,0.6275607788915777,0.055628528632331,0.012098167991704113,0.006590621039290237,9.62074911,12.90616318247151,1.5573610346666666,1.940486746400665,0.1847290613855707,0.02679967038312716,3
e5.3_F_filt.fastq.gz,211,e5.3,2022-07-26,27,5,15,0,Dark 15°C,34689,485,3.1664673522400766,0.6841906488337665,0.006528798664412529,2.514064302699192,0.40653359856574756,0.15909942633111368,15345,399.60350446673675,0.007660367029586723,308.10206997878504,0.0079240229798927,0.4196771072396877,0.22326962437660366,0.7517368618293974,0.012395860359191675,0.008821240162587564,0.0037764132722188583,0.5946739696666666,0.21718274876848243,0.115203873,0.036017879813422825,0.21724471968615008,0.1192483062372956,3
e6.3_F_filt.fastq.gz,212,e6.3,2022-07-26,27,6,15,0,Dark 15°C,28404,650,36.68972055796532,0.9727444094751247,0.05644572393533127,4.580923609814899,0.7072631089275072,0.6027320095761175,16423,589.4706872449889,0.007660084506824205,472.9520908812978,0.06224180667819496,0.7181003357222892,0.3298479087452486,0.5345021827911577,0.10354175468243895,0.022039149415575263,0.010069004365582307,28.630755814333334,23.362604039959812,5.728806037666667,3.7777329643934667,0.5672316959688729,0.6748916612772825,3
e7.3_F_filt.fastq.gz,213,e7.3,2022-07-26,27,7,15,0,Dark 15°C,23496,657,23.06536793150948,0.9566449578012625,0.03510710491858369,4.549793366178038,0.7012970041720338,0.34869765066394215,16826,617.8304634081057,0.00766009356016184,494.6570858382208,0.03733284338922883,0.7080052583574706,0.49587163772556975,0.3986210418794677,0.06788389513108622,0.03426115083418455,0.003362274429690161,0.538155166,0.15623186322437302,0.188116538,0.018252219143911435,0.36836422689786663,0.10500535161573876,3
e8.3_F_filt.fastq.gz,214,e8.3,2022-07-26,27,8,15,0,Dark 15°C,21476,526,20.601944562989726,0.9514608925898944,0.03916719498667248,4.186437958419327,0.6681942042799256,0.4615384615384619,13153,480.6211824852591,0.007660085444115339,414.8972542813627,0.042865244632911276,0.6779569441928052,0.1645092195939658,0.4938070404172103,0.3220338983050847,0.012944682436207859,0.006705159247532127,21.857439546666665,3.5106232904975427,2.85524234,1.5987049892027698,0.1250362470636653,0.05347637458113399,3
e9.3_F_filt.fastq.gz,215,e9.3,2022-07-26,27,9,20,8,Light 20°C,16630,222,4.274321736699771,0.7660447524541973,0.019253701516665635,2.4093278051359497,0.4459507082951167,0.04353577871316897,6611,187.35027883999592,0.007660924760102716,191.43678423433192,0.022814600347353633,0.460412193221728,0.8789536981358995,0.0972339146121468,0.012086590499098016,0.010823812387251951,9.019843656043296e-4,1.151800352,0.5139856872520993,0.08806343466666666,0.04625548831586652,0.09610742339645165,0.06610819523386947,3
e10.3_F_filt.fastq.gz,216,e10.3,2022-07-26,27,10,20,8,Light 20°C,23140,396,7.493152309370643,0.866544818694071,0.018922101791340008,3.433267072787276,0.5739891857559916,0.5771391529818503,10958,343.7436231446176,0.007660475724605931,306.6776566130704,0.021798665647444385,0.5878986569621564,0.1653846153846154,0.7124459809853084,0.07947277441659471,0.0372515125324114,0.005445116681071738,1.6816322863333335,1.22752298476028,0.47867258133333335,0.2630330783839293,0.8340738617309436,1.1299459788069444,3
e11.3_F_filt.fastq.gz,217,e11.3,2022-07-26,27,11,20,8,Light 20°C,14473,335,8.827229519094704,0.8867141725683194,0.026349938862969265,3.5260134986806575,0.6064558542984475,0.20666067850480205,8252,304.40100396841007,0.007660133194917762,295.30246516559873,0.028998687271119417,0.6166142352069099,0.654943688247081,0.2620742071443376,0.04919505285704413,0.031023284737096667,0.002763767014440683,1.1504278663333334,0.22542904295264893,0.30126126366666667,0.08999055783172565,0.2591616650923361,0.031116129685363137,3
e15.3_F_filt.fastq.gz,218,e15.3,2022-07-26,27,15,25,8,Light 25°C,13205,242,8.792353711016442,0.8862648122598795,0.03633204012816712,3.164116748696069,0.576453387987617,0.06898901931086701,6814,213.75714822736842,0.007660847956060479,216.44066229272806,0.04113244297993826,0.5897876590450079,0.7883377508519506,0.130329420673987,0.014615675880348351,0.052252934494509656,0.014464218099204848,0.884396269,0.37491042627435156,0.268567957,0.18011247200457192,0.29848604200938733,0.13193260434817194,3
e16.3_F_filt.fastq.gz,219,e16.3,2022-07-26,27,16,25,8,Light 25°C,25253,249,6.736540095418863,0.8515558453099621,0.027054377893248445,2.821717112356633,0.5114166201880292,0.046727121530115254,6645,207.1615777479161,0.007660696913092124,211.0049075181174,0.03251828919557757,0.5290555190649695,0.8730051875024745,0.08798954579653906,0.010850196016314893,0.02269037342097969,0.005464697263691444,0.9276312103333333,0.4244721480283822,0.10887633,0.07637196384940859,0.17866945183673313,0.2128975729740311,3
e1.4_F_filt.fastq.gz,220,e1.4,2022-08-05,37,1,15,8,Light 15°C,7178,94,4.0506703254267045,0.7531272802620247,0.04309223750453941,2.1013831914655263,0.46252406946299773,0.05029256060183893,2780,80.14080313902639,0.007662456837365994,94,0.05054441890730364,0.47935360211686046,0.9118138757314016,0.04639175257731959,0.014767344664251877,0.023404848147116186,0.003622178879910839,0.6003330933333333,0.12978910839388832,0.15864140633333335,0.0524339236440648,0.2826453876952374,0.13529172331470835,3
e2.4_F_filt.fastq.gz,221,e2.4,2022-08-05,37,2,15,8,Light 15°C,16116,264,13.554044966629629,0.9262212865264928,0.051341079419051625,3.6749547997855427,0.659072515154755,0.28648548026805654,6340,229.98408503243238,0.007660107103845348,235.8401964717575,0.05893470830696062,0.6757903580097698,0.5127823281211213,0.4164184661206254,0.05516257135765698,0.015140233308513279,4.964010920824026e-4,0.5446961996666667,0.1344223978185524,0.7698262543333333,0.5285091318603644,1.4751076762559538,1.0745190186780207,3
e3.4_F_filt.fastq.gz,222,e3.4,2022-08-05,37,3,15,8,Light 15°C,41756,335,5.018808998936932,0.8007495403367977,0.014981519399811738,2.79353606221763,0.4804735715730025,0.5284510010537401,10123,238.9972808605189,0.007660042668163669,212.4774948421094,0.02099943974620346,0.5100995997218659,0.23599003735990046,0.7097183638279515,0.01314781109301657,0.03273781013507042,0.008405977584059775,0.938931371,0.28510331764290764,1.0514296233333333,0.7868456024669434,1.1677097054523726,0.7554964311418435,3
e4.4_F_filt.fastq.gz,223,e4.4,2022-08-05,37,4,15,8,Light 15°C,17896,292,7.907554736664261,0.8735386559686539,0.027080666906384457,3.1522720196273277,0.5552948268370848,0.21312025033527068,8077,252.20290531662164,0.007660751647051711,244.74200998796897,0.031353939903019455,0.5700069928170953,0.6268439874832361,0.31386902101028147,0.02939204291461778,0.029000894054537322,8.940545373267771e-4,1.9505810593333333,0.5869409833624796,0.117460655,0.04352719242068352,0.06729270953164025,0.043735633131424506,3
